Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000175294	ENST00000312106	ENSP00000309052	117144	CATSPER1	cation channel, sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]	1	4.67082	4.17072	-5909.860222	-5899.170314	21.3798160000006	2.2774e-05	-4.6425606836861	0.252700304	0.000124055132056946	4.92768	3.78953	-6019.536101	-6010.66848	17.7352419999988	0.000140877	-3.85115990531817	1	0.000678165376138829	4.67071	4.25514	-5909.800145	-5899.169458	21.2613739999997	2.4163e-05	-4.61684914610383	0.268112648	0.000134257710565849	4.92072	3.76269	-6019.223399	-6010.675406	17.0959860000003	0.000193934	-3.71234604487725	1	0.000941393182852143
ENSG00000175664	ENST00000380473	ENSP00000369840	122046	TEX26	testis expressed 26 [Source:HGNC Symbol;Acc:HGNC:28622]	1	2.6217	7.16647	-2104.985199	-2094.467752	21.0348940000003	2.706e-05	-4.5676722077384	0.30025776	0.000145473720930233	2.87819	5.77894	-2125.97125	-2115.109955	21.7225900000003	1.9187e-05	-4.71699292444625	0.212898952	0.000107253880100756	2.61999	7.19661	-2104.887143	-2094.487509	20.7992679999998	3.0444e-05	-4.51649828673064	0.337806624	0.000166407203940887	2.87797	5.77058	-2125.969206	-2115.105991	21.7264300000006	1.915e-05	-4.71783122169536	0.2124884	0.000110326272066459
ENSG00000175857	ENST00000396776	ENSP00000379997	202309	GAPT	GRB2-binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]	1	5.60258	22.724	-991.294917	-984.350394	13.889046	0.0009639	-3.01596801972882	1	0.00390915	7.53956	16.02112	-1006.635405	-1001.004241	11.262328	0.003584401	-2.44558341018587	1	0.0132619251403801	5.58636	22.52328	-990.747667	-984.348363	12.7986080000001	0.001662714	-2.77918244645313	1	0.00655398740461812	7.37686	18.03257	-1005.59396	-1000.793491	9.60093800000004	0.008225888	-2.08481720794538	1	0.028985218560813
ENSG00000176155	ENST00000389641	ENSP00000374292	284001	CCDC57	coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]	1	5.5981	12.22545	-5859.381676	-5851.295954	16.1714439999996	0.000307904	-3.51158466911355	1	0.0013809631301536	5.21973	11.87608	-5998.3743	-5992.409259	11.9300820000008	0.002566939	-2.59058445165507	1	0.00979462006327373	5.60003	13.65548	-5858.680173	-5851.057249	15.2458479999987	0.00048911	-3.31059345780758	1	0.00215706063593005	5.24031	12.62934	-5998.275644	-5992.368397	11.8144940000002	0.002719664	-2.56548474742152	1	0.0106633893088339
ENSG00000177054	ENST00000446113	ENSP00000400113	54503	ZDHHC13	zinc finger, DHHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:18413]	2	5.24068	79.43109	-3290.155401	-3265.6617	48.9874019999997	0	-Inf	0	0	4.81049	72.6574	-3357.032977	-3335.390957	43.2840399999995	0	-Inf	0	0	5.06026	74.15974	-3289.232881	-3265.381585	47.7025919999996	0	-Inf	0	0	4.67944	68.58959	-3356.586299	-3335.172365	42.8278680000003	1e-09	-9	1.1096e-05	1.04090056285178e-08
ENSG00000177414	ENST00000371076	ENSP00000360116	148581	UBE2U	ubiquitin-conjugating enzyme E2U (putative) [Source:HGNC Symbol;Acc:HGNC:28559]	1	6.50155	4.14961	-1820.56122	-1816.216484	8.68947200000002	0.012974933	-1.88689487608493	1	0.0407615675447339	6.32888	5.08642	-1843.423648	-1838.840373	9.16654999999992	0.010221366	-1.99049106050079	1	0.0343581572662829	6.51106	4.56013	-1820.556421	-1816.191143	8.73055599999998	0.012711121	-1.89581614711349	1	0.0411683008219498	6.31634	4.78067	-1843.181869	-1838.833243	8.69725199999993	0.012924559	-1.88858426658094	1	0.0437495139304454
ENSG00000177575	ENST00000359156	ENSP00000352071	9332	CD163	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]	1	5.00608	3.08559	-6551.577905	-6545.112821	12.9301680000008	0.00155686	-2.80775043943005	1	0.00604018131468531	4.93302	3.04608	-6688.219073	-6682.376858	11.6844300000012	0.002902407	-2.53724168719108	1	0.0109578455501871	5.00167	3.0213	-6551.14577	-6545.096158	12.0992239999996	0.002358777	-2.62731311559907	1	0.00905133946611342	4.93182	3.03163	-6687.986657	-6682.37122	11.2308740000008	0.003641218	-2.43875331904385	1	0.0138698781077927
ENSG00000177675	ENST00000416109	ENSP00000393474	283316	CD163L1	CD163 molecule-like 1 [Source:HGNC Symbol;Acc:HGNC:30375]	1	4.02647	3.04963	-9695.618116	-9667.426556	56.3831199999986	0	-Inf	0	0	3.83557	2.76035	-9841.079794	-9826.248337	29.6629139999968	3.62e-07	-6.44129142946683	0.004016752	2.60997530864198e-06	4.02642	3.045	-9682.886481	-9667.42528	30.9224020000001	1.93e-07	-6.71444269099223	0.002141528	1.44991740013541e-06	3.83556	2.7567	-9840.610828	-9826.246628	28.7284	5.78e-07	-6.23807216157947	0.006413488	4.21108864084045e-06
ENSG00000177689	ENST00000356790	ENSP00000368304	139422	MAGEB10	melanoma antigen family B, 10 [Source:HGNC Symbol;Acc:HGNC:25377]	1	4.48231	3.73306	-2397.822293	-2389.84947	15.9456460000001	0.000344705	-3.4625524170369	1	0.00153239049679487	4.46013	3.23011	-2446.054269	-2436.924618	18.2593020000004	0.000108403	-3.96495869874397	1	0.000532578528552457	4.48574	4.04687	-2397.82129	-2389.834784	15.9730119999995	0.00034002	-3.46849553697486	1	0.00154246194603434	4.4606	3.42062	-2442.830446	-2436.919949	11.8209939999997	0.002710839	-2.56689627492704	1	0.0106325449077413
ENSG00000178021	ENST00000317802	ENSP00000417919	388951	TSPYL6	TSPY-like 6 [Source:HGNC Symbol;Acc:HGNC:14521]	2	3.47314	6.46405	-2917.274794	-2906.484408	21.5807720000003	2.0597e-05	-4.68619603100585	0.228544312	0.000113140748514851	3.56649	5.52768	-2943.045724	-2934.338938	17.4135720000004	0.000165459	-3.7813096047868	1	0.000784586779487179	3.47306	6.45409	-2917.133399	-2906.481333	21.3041319999993	2.3652e-05	-4.62613212967293	0.262442592	0.000131550171428571	3.56652	5.51797	-2942.930084	-2934.337499	17.1851699999997	0.000185476	-3.7317122787276	1	0.000903839128678085
ENSG00000178397	ENST00000313324	ENSP00000317289	84792	FAM220A	family with sequence similarity 220, member A [Source:HGNC Symbol;Acc:HGNC:22422]	1	7.15278	2.92905	-1887.108252	-1882.006351	10.203802	0.006085168	-2.21572742721768	1	0.0208333922024067	7.0898	2.26739	-1926.749782	-1919.123208	15.2531480000002	0.000487328	-3.31217863500462	1	0.00214069338400633	7.15226	2.90233	-1886.993005	-1882.006246	9.97351800000024	0.006827757	-2.16572194383104	1	0.0235794558580766	7.09096	2.55399	-1924.382033	-1919.113467	10.5371320000004	0.005150992	-2.28810912462118	1	0.0190201022402662
ENSG00000179059	ENST00000326866	ENSP00000317686	132625	ZFP42	ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]	1	2.46882	5.79305	-2762.381125	-2752.951967	18.8583159999998	8.0347e-05	-4.09503033430535	0.891530312	0.000400327935339021	2.95852	5.7544	-2766.739587	-2758.847643	15.7838879999999	0.000373742	-3.4274280947024	1	0.00167964407938437	2.47287	5.93857	-2762.380392	-2752.946044	18.8686960000005	7.9931e-05	-4.09728475362883	0.886914376	0.000404614222627737	2.95609	5.68625	-2766.7325	-2758.846314	15.7723720000004	0.000375901	-3.42492651894194	1	0.00174299937150021
ENSG00000179715	ENST00000546455	ENSP00000446688	91523	PCED1B	PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]	2	4.4814	8.6834	-3038.209955	-3030.704545	15.0108199999995	0.0005501	-3.25955835505023	1	0.00234315147792706	4.42973	9.77598	-3106.80884	-3098.216451	17.1847780000007	0.000185512	-3.73162799243587	1	0.000872590568885121	4.47511	8.6164	-3038.116451	-3030.695327	14.8422479999999	0.000598476	-3.22295326092433	1	0.00260317118620149	4.37577	9.67941	-3106.748174	-3098.218645	17.0590579999998	0.000197548	-3.70432736281048	1	0.000956681434554974
ENSG00000179873	ENST00000589093	ENSP00000466285	204801	NLRP11	NLR family, pyrin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:22945]	4	3.06177	3.13821	-8431.438724	-8405.153306	52.570835999999	0	-Inf	0	0	3.06061	2.72171	-8498.231553	-8470.156056	56.1509939999996	0	-Inf	0	0	3.06172	3.10564	-8431.371797	-8405.153683	52.4362279999987	0	-Inf	0	0	3.06077	2.72085	-8490.883771	-8470.155468	41.4566059999997	1e-09	-9	1.1096e-05	1.04090056285178e-08
ENSG00000179914	ENST00000326245	ENSP00000323587	55600	ITLN1	intelectin 1 (galactofuranose binding) [Source:HGNC Symbol;Acc:HGNC:18259]	3	3.14788	10.27643	-2284.487129	-2273.773213	21.4278320000003	2.2233e-05	-4.65300193201357	0.246697368	0.000121465961595273	3.19648	16.18849	-2327.232812	-2313.726456	27.0127120000006	1.362e-06	-5.86582289242323	0.015112752	9.10955515370705e-06	3.17329	10.61434	-2284.469274	-2273.728653	21.4812419999998	2.1647e-05	-4.66460228285441	0.240195112	0.000120944165156093	3.22542	16.6629	-2327.200697	-2313.667207	27.0669800000005	1.326e-06	-5.87745647593125	0.014713296	9.10476237623762e-06
ENSG00000180205	ENST00000326000	ENSP00000320532	259240	WFDC9	WAP four-disulfide core domain 9 [Source:HGNC Symbol;Acc:HGNC:20380]	2	2.93207	8.14836	-669.057909	-660.389419	17.33698	0.000171919	-3.76467612366683	1	0.000801855075241698	3.2275	6.89206	-687.761209	-680.507545	14.5073279999999	0.000707577	-3.15022629240367	1	0.00301739984319754	2.91075	7.724	-666.857463	-660.382438	12.9500500000001	0.00154146	-2.81206774048315	1	0.0061247377414966	3.22736	6.87996	-687.675485	-680.507513	14.3359439999999	0.000770885	-3.11301040481613	1	0.00337026791174153
ENSG00000180475	ENST00000316770	ENSP00000314324	219960	OR10Q1	olfactory receptor, family 10, subfamily Q, member 1 [Source:HGNC Symbol;Acc:HGNC:15134]	1	3.52936	7.03814	-2945.709837	-2938.606889	14.2058959999995	0.000822676	-3.08477117222049	1	0.00337839115321984	3.5468	7.17953	-2975.468526	-2968.877716	13.1816200000003	0.001372927	-2.86235255405241	1	0.00553762195274446	3.53119	7.46344	-2945.320307	-2938.82828	12.9840539999996	0.001515474	-2.8194515101399	1	0.0060379531432675	3.55071	7.60448	-2975.15963	-2969.068026	12.1832080000004	0.002261778	-2.64555002456815	1	0.00902433969363538
ENSG00000180871	ENST00000318507	ENSP00000319635	3579	CXCR2	chemokine (C-X-C motif) receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]	3	4.22805	4.92502	-2654.796837	-2645.500992	18.5916899999993	9.1805e-05	-4.03713366505937	1	0.000451337297297297	4.26381	5.40216	-2716.097717	-2706.723627	18.7481800000005	8.4895e-05	-4.07111788733383	0.94199492	0.000425856654611212	4.22736	5.41634	-2654.68415	-2645.453801	18.4606979999999	9.8019e-05	-4.00868973251812	1	0.000488159256732496	4.26504	6.0473	-2715.609372	-2706.635208	17.9483279999995	0.00012664	-3.8974290981457	1	0.000634973990058744
ENSG00000182634	ENST00000330487	ENSP00000329689	390265	OR10G7	olfactory receptor, family 10, subfamily G, member 7 [Source:HGNC Symbol;Acc:HGNC:14842]	3	5.48431	5.69456	-2349.310038	-2331.37644	35.8671960000001	1.6e-08	-7.79588001734407	0.000177536	1.35834736036725e-07	5.16481	5.31368	-2385.881713	-2369.497503	32.7684200000003	7.7e-08	-7.11350927482752	0.000854392	6.02533145275035e-07	5.48395	5.67774	-2348.600193	-2331.369401	34.4615840000006	3.3e-08	-7.48148606012211	0.000366168	2.76561933534743e-07	5.16439	5.29699	-2385.193317	-2369.491099	31.4044360000007	1.52e-07	-6.81815641205523	0.001686592	1.18607032348805e-06
ENSG00000182670	ENST00000399017	ENSP00000381981	7267	TTC3	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]	2	3.9792	5.55178	-13085.30726	-13067.53006	35.5544000000009	1.9e-08	-7.72124639904717	0.000210824	1.59715151515152e-07	4.24355	5.17995	-13213.941616	-13198.0492	31.7848320000012	1.25e-07	-6.90308998699194	0.001387	9.55892487939352e-07	3.97854	5.73629	-13085.278077	-13067.523822	35.5085100000033	1.9e-08	-7.72124639904717	0.000210824	1.64835027365129e-07	4.24358	5.41282	-13213.932574	-13198.027752	31.8096440000008	1.24e-07	-6.90657831483777	0.001375904	9.79988603988604e-07
ENSG00000182685	ENST00000328540	ENSP00000332389	283870	BRICD5	BRICHOS domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28309]	1	6.2067	11.68952	-1652.443247	-1648.019393	8.84770799999978	0.011987942	-1.92125536692266	1	0.0380486854782609	6.00966	5.35418	-1695.079321	-1689.599664	10.9593139999997	0.00417076	-2.37978480024635	1	0.0152332959052008	6.20145	11.79194	-1652.067836	-1647.872668	8.39033599999993	0.015068211	-1.82193830700513	1	0.0478661115329136	6.00449	5.83202	-1695.021619	-1689.531883	10.979472	0.004128934	-2.38416205916087	1	0.0155514771432451
ENSG00000182853	ENST00000328739	ENSP00000328397	284013	VMO1	vitelline membrane outer layer 1 homolog (chicken) [Source:HGNC Symbol;Acc:HGNC:30387]	2	3.15794	5.48148	-1486.671466	-1479.88669	13.5695519999999	0.001130861	-2.94659077318492	1	0.00452267362018018	3.4866	4.98556	-1520.752772	-1513.668223	14.1690980000003	0.000837953	-3.07678033985788	1	0.00351794418766553	3.15861	6.13671	-1486.524457	-1479.864617	13.3196800000001	0.001281351	-2.89233188783323	1	0.00518711079751915	3.48662	4.97601	-1520.627032	-1513.667629	13.9188060000001	0.000949663	-3.02243048229609	1	0.00406720004322655
ENSG00000183019	ENST00000333598	ENSP00000329920	199675	MCEMP1	mast cell-expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]	2	4.11925	9.98738	-1567.24381	-1553.527873	27.4318739999999	1.105e-06	-5.95663772197887	0.01226108	7.34636309167166e-06	3.99669	8.87586	-1585.361079	-1572.293342	26.1354740000002	2.112e-06	-5.67530608613823	0.023434752	1.36950046728972e-05	4.12471	10.30594	-1566.882043	-1553.499583	26.7649200000001	1.542e-06	-5.81191562628506	0.017110032	1.03321449275362e-05	4.00128	9.17982	-1584.870052	-1572.26997	25.2001639999999	3.372e-06	-5.4721124340473	0.037415712	2.18486911850555e-05
ENSG00000183035	ENST00000329312	ENSP00000331556	1538	CYLC1	cylicin, basic protein of sperm head cytoskeleton 1 [Source:HGNC Symbol;Acc:HGNC:2582]	2	2.79995	5.99699	-4252.536425	-4233.583993	37.9048640000001	6e-09	-8.22184874961636	6.6576e-05	5.33461538461538e-08	3.53054	5.1225	-4359.90392	-4345.694959	28.4179219999987	6.75e-07	-6.17069622716897	0.0074898	4.68405253283302e-06	2.80118	6.06891	-4250.396622	-4233.580888	33.6314679999996	5e-08	-7.30102999566398	0.0005548	4.08541973490427e-07	3.53113	5.22372	-4356.651733	-4345.69024	21.9229859999996	1.7357e-05	-4.76052533653482	0.192593272	0.00010057089921671
ENSG00000184012	ENST00000398585	ENSP00000381588	7113	TMPRSS2	transmembrane protease, serine 2 [Source:HGNC Symbol;Acc:HGNC:11876]	2	4.13286	4.72926	-3893.192259	-3883.762795	18.8589279999997	8.0322e-05	-4.09516548622807	0.891252912	0.000400327935339021	4.06349	5.29749	-3940.384153	-3931.260505	18.2472959999996	0.000109056	-3.96235043558543	1	0.000535199193277311	4.13088	5.39284	-3892.686524	-3883.474809	18.4234300000007	9.9863e-05	-4.00059539137649	1	0.000496229219883565	4.06157	6.08209	-3939.650813	-3930.862887	17.5758520000009	0.000152564	-3.81654793326072	1	0.000755062508474576
ENSG00000184232	ENST00000328965	ENSP00000332613	220323	OAF	OAF homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:28752]	1	5.11755	4.60074	-1635.465033	-1630.311596	10.3068739999999	0.005779506	-2.23810928106783	1	0.0199053940384854	5.02742	6.9806	-1670.908024	-1664.565129	12.68579	0.001759202	-2.75468428990666	1	0.00693842658990761	4.91271	8.3063	-1634.317689	-1630.163828	8.30772200000001	0.015703667	-1.80399892262836	1	0.04964327322849	5.04898	8.01181	-1670.212994	-1664.611139	11.2037099999998	0.003691011	-2.43285466051223	1	0.0140354551254284
ENSG00000184361	ENST00000331780	ENSP00000331532	124783	SPATA32	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]	1	5.49908	8.58073	-2627.657868	-2620.970288	13.3751599999996	0.001246295	-2.90437914731711	1	0.0049371257836487	5.38036	9.55637	-2694.560228	-2686.816354	15.4877479999996	0.000433389	-3.36312211585867	1	0.00192432346698679	5.49915	8.74537	-2627.647166	-2620.96867	13.356992	0.001257668	-2.90043398909539	1	0.00510054244444444	5.37259	9.46073	-2693.459595	-2686.815042	13.2891059999993	0.00130109	-2.88569266104681	1	0.00542062924924925
ENSG00000184730	ENST00000564831	ENSP00000457539	55911	APOBR	apolipoprotein B receptor [Source:HGNC Symbol;Acc:HGNC:24087]	3	5.19523	7.64407	-7359.238579	-7337.000153	44.4768519999998	0	-Inf	0	0	5.62614	6.898	-7502.900943	-7484.91504	35.9718059999996	1.5e-08	-7.82390874094432	0.00016644	1.27638036809816e-07	5.19586	7.73652	-7359.238436	-7337.007393	44.4620859999995	0	-Inf	0	0	5.62674	7.02826	-7502.893857	-7484.92145	35.9448140000004	1.6e-08	-7.79588001734407	0.000177536	1.41915267785771e-07
ENSG00000184857	ENST00000333050	ENSP00000331640	25880	TMEM186	transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]	1	3.04329	6.23438	-1566.779579	-1561.813989	9.93118000000004	0.006973835	-2.15652833218763	1	0.0235522628947048	2.78446	8.45138	-1607.422397	-1600.508213	13.828368	0.000993592	-3.00279191391653	1	0.00411837759880463	3.03968	6.10234	-1566.678442	-1561.812114	9.73265599999968	0.007701594	-2.113419379534	1	0.0263025198596491	2.80554	9.6168	-1606.74441	-1600.398683	12.6914540000002	0.001754227	-2.75591420887842	1	0.0071562142617647
ENSG00000186143	ENST00000335524	ENSP00000335017	339779	PRR30	proline rich 30 [Source:HGNC Symbol;Acc:HGNC:28677]	1	3.63264	13.31699	-3032.183427	-3024.033329	16.3001960000001	0.000288707	-3.53954268607245	1	0.00130064672025985	3.83088	10.85771	-3112.178202	-3099.948312	24.4597800000001	4.882e-06	-5.31140222491883	0.054170672	2.99616548672566e-05	3.64417	16.00968	-3032.145924	-3023.878152	16.5355439999994	0.000256656	-3.59064857852407	1	0.00118413928316008	3.83087	10.84766	-3108.380899	-3099.948533	16.864732	0.000217706	-3.66212960159288	1	0.00104801118264642
ENSG00000186190	ENST00000375494	ENSP00000364643	359710	BPIFB3	BPI fold containing family B, member 3 [Source:HGNC Symbol;Acc:HGNC:16178]	1	6.77749	5.76636	-3347.052817	-3336.75864	20.5883539999995	3.383e-05	-4.47069800221202	0.37537768	0.000178655101807802	5.48287	5.16907	-3468.92061	-3460.399342	17.0425359999999	0.000199187	-3.70073900934856	1	0.000931385989043405	6.73136	5.61488	-3347.042255	-3336.721014	20.6424819999993	3.2926e-05	-4.48246102614942	0.365346896	0.000178653738875306	5.49612	4.91188	-3468.652032	-3460.363796	16.5764719999997	0.000251458	-3.59953454297967	1	0.00119904510872368
ENSG00000186318	ENST00000313005	ENSP00000318585	23621	BACE1	beta-site APP-cleaving enzyme 1 [Source:HGNC Symbol;Acc:HGNC:933]	1	5.18153	12.26157	-2384.296842	-2364.910327	38.7730300000003	4e-09	-8.39794000867204	4.4384e-05	3.6440065681445e-08	5.03926	11.49746	-2457.347787	-2438.495654	37.7042660000006	6e-09	-8.22184874961636	6.6576e-05	5.36038647342995e-08	5.18343	12.26243	-2383.683659	-2364.910086	37.5471459999999	7e-09	-8.15490195998574	7.7672e-05	6.4943143812709e-08	5.03806	11.46988	-2456.473719	-2438.496932	35.9535740000001	1.6e-08	-7.79588001734407	0.000177536	1.41915267785771e-07
ENSG00000186458	ENST00000382376	ENSP00000371813	400830	DEFB132	defensin, beta 132 [Source:HGNC Symbol;Acc:HGNC:33806]	2	5.15209	12.83854	-807.121791	-797.587132	19.0693180000001	7.2302e-05	-4.14084968919302	0.802262992	0.000363404050724638	4.55407	11.74795	-836.958914	-827.699471	18.5188860000001	9.5208e-05	-4.02132655781424	1	0.000474372684328693	5.15206	12.83251	-807.088012	-797.5865	19.0030240000001	7.4739e-05	-4.12645271726223	0.829303944	0.000380562260550459	4.55396	11.73986	-836.875738	-827.697623	18.3562299999999	0.000103275	-3.98600479635138	1	0.000526384657785944
ENSG00000186471	ENST00000371431	ENSP00000360485	158798	AKAP14	A kinase (PRKA) anchor protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]	2	2.57271	11.47933	-1375.726831	-1365.020886	21.4118899999999	2.2411e-05	-4.64953876440236	0.248672456	0.000122317981308411	2.65364	9.34094	-1388.01621	-1378.746256	18.5399080000002	9.4213e-05	-4.02588916685971	1	0.000469837055280899	2.57386	11.50022	-1373.866357	-1365.020835	17.6910440000001	0.000144025	-3.84156211610144	1	0.000696037195121951	2.6481	9.55862	-1386.741993	-1378.730172	16.0236420000001	0.00033152	-3.47949026627088	1	0.00155409629066329
ENSG00000186652	ENST00000311862	ENSP00000312134	5553	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:HGNC:9362]	3	3.87775	5.73733	-1727.430571	-1714.683153	25.4948360000003	2.91e-06	-5.53610701101409	0.03228936	1.81809459459459e-05	3.73473	5.29642	-1759.475871	-1746.568702	25.8143380000001	2.48e-06	-5.60554831917378	0.02751808	1.58852717830352e-05	3.8777	5.732	-1727.417664	-1714.682524	25.47028	2.946e-06	-5.53076725749339	0.032688816	1.89280926462073e-05	3.73474	5.29172	-1759.422867	-1746.568494	25.7087459999998	2.615e-06	-5.58252830679671	0.02901604	1.72202017804154e-05
ENSG00000186976	ENST00000262726	ENSP00000262726	64800	EFCAB6	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]	1	5.05734	6.57664	-9898.431918	-9885.014409	26.8350180000016	1.489e-06	-5.82710530224782	0.016521944	9.73023792697291e-06	5.28077	5.83179	-9981.470929	-9971.473404	19.9950499999977	4.5512e-05	-4.34187407924029	0.505001152	0.000237983577756833	5.05823	6.71971	-9898.122272	-9885.020186	26.2041720000016	2.041e-06	-5.69015699528393	0.022646936	1.33847139479905e-05	5.28151	6.01412	-9981.239581	-9971.48051	19.5181420000008	5.7768e-05	-4.23831266801336	0.640993728	0.000308170061538462
ENSG00000187135	ENST00000335523	ENSP00000335038	342865	VSTM2B	V-set and transmembrane domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33595]	1	2.35217	4.4541	-1773.686271	-1766.561314	14.249914	0.000804768	-3.09432930080172	1	0.00331343440742115	2.29474	4.91936	-1819.439034	-1811.389765	16.0985380000002	0.000319335	-3.49575347897437	1	0.00145099965601966	2.3704	4.45223	-1773.050501	-1766.379952	13.3410979999999	0.001267703	-2.89698248191914	1	0.00513936152283522	2.29572	4.91463	-1818.889108	-1811.349653	15.0789100000002	0.000531687	-3.27434395826262	1	0.0023991862350549
ENSG00000187735	ENST00000521604	ENSP00000428426	6917	TCEA1	transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:HGNC:11612]	1	1.61232	41.23698	-1461.056754	-1442.412547	37.2884140000001	8e-09	-8.09691001300806	8.8768e-05	7.01723320158103e-08	1.93821	60.25123	-1505.027492	-1485.315386	39.4242119999999	3e-09	-8.52287874528034	3.3288e-05	2.774e-08	1.61697	41.40342	-1460.337833	-1442.291031	36.0936040000001	1.5e-08	-7.82390874094432	0.00016644	1.32515923566879e-07	1.93686	60.34109	-1504.285634	-1485.179876	38.2115160000003	5e-09	-8.30102999566398	5.548e-05	4.76632302405498e-08
ENSG00000187889	ENST00000343433	ENSP00000345972	199920	C1orf168	chromosome 1 open reading frame 168 [Source:HGNC Symbol;Acc:HGNC:27295]	1	3.81664	7.00362	-4736.956005	-4726.236871	21.4382679999999	2.2118e-05	-4.65525414627481	0.245421328	0.00012095679053721	4.39338	9.46335	-4802.04438	-4793.607542	16.8736760000011	0.000216734	-3.66407295368194	1	0.00100875858389262	3.81307	6.36211	-4736.149385	-4726.181792	19.9351859999988	4.6895e-05	-4.32887345980449	0.52034692	0.000247902296331586	4.41366	9.81811	-4802.006845	-4793.584055	16.8455799999992	0.000219801	-3.65797033605496	1	0.0010567209254766
ENSG00000188133	ENST00000342743	ENSP00000345468	401498	TMEM215	transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]	1	3.36658	33.86716	-1278.124879	-1270.068006	16.113746	0.000316916	-3.49905583421993	1	0.00141794352258065	4.27116	38.90424	-1310.126426	-1301.305672	17.6415080000002	0.000147637	-3.83080478829813	1	0.000707331671848014	3.39898	34.52486	-1278.052643	-1270.267789	15.569708	0.000415988	-3.38091919727939	1	0.00185821370692432	4.29114	39.53158	-1310.048597	-1301.48059	17.1360140000002	0.000190091	-3.72103844464358	1	0.000924298744960561
ENSG00000188257	ENST00000400520	ENSP00000383364	5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid) [Source:HGNC Symbol;Acc:HGNC:9031]	2	2.53355	8.65595	-1040.355461	-1029.617234	21.4764540000001	2.1699e-05	-4.66356028018322	0.240772104	0.000118723917159763	2.69485	5.36174	-1072.657352	-1063.552621	18.2094619999998	0.000111139	-3.95413351520257	1	0.000544698915194346	2.54465	10.45911	-1039.699008	-1029.420845	20.5563259999999	3.4376e-05	-4.46374465932415	0.381436096	0.000185613672019465	2.69435	5.39176	-1071.199274	-1063.53884	15.3208680000002	0.000471103	-3.32688413015086	1	0.00214916704644472
