Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	UniProt.SwissProt.Accession	EntrezGene.ID	HGNC.symbol	Description	PSR.total	uncharacterized.gene.symbol	RLR	TLR.CLR.NLR.cytDNA	PRR.and.innate	secreted.UniProt	cell.membrane.UniProt	MitoCarta2	virus.interacting.human.proteins.phisto	virus.interacting.human.proteins.phisto.info	virus.infection.GenomeRNAi	virus.infection.GenomeRNAi.info	expression.mouse.immune.cells.immgen.all.14	expression.mouse.immune.cells.immgen.any	expression.mouse.immune.cells.immgen.info	differential.expression.virus.infection	human.adaptation
ENSG00000160299	ENST00000359568	ENSP00000352572	O95613	5116	PCNT	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	4	0	0	0	0	0	0	0	1	Dengue virus 2 STRAIN 16681-PDK53 (P29991); Hepatitis C virus ISOLATE JFH-1 (Q99IB8)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000161010	ENST00000292586	ENSP00000292586	Q6NTE8	51149	C5orf45	chromosome 5 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:30817]	1	1	0	0	0	0	0	0	0	NA	1	Decreased influenza A virus infection; Decreased influenza A virus infection; Decreased influenza A virus infection	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000161048	ENST00000417955	ENSP00000407112	Q6IQ20	222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000161551	ENST00000301399	ENSP00000301399	Q9BSK1	84765	ZNF577	zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000161921	ENST00000293778	ENSP00000293778	Q9H2A7	58191	CXCL16	chemokine (C-X-C motif) ligand 16 [Source:HGNC Symbol;Acc:HGNC:16642]	2	0	0	0	1	1	1	0	0	NA	0	NA	0	1	DC MF MO	0	0
ENSG00000162399	ENST00000371265	ENSP00000360312	Q8WZ55	7809	BSND	barttin CLCNK-type chloride channel accessory beta subunit [Source:HGNC Symbol;Acc:HGNC:16512]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000162572	ENST00000379116	ENSP00000368411	P51172	6339	SCNN1D	sodium channel, non-voltage-gated 1, delta subunit [Source:HGNC Symbol;Acc:HGNC:10601]	1	0	0	0	0	0	1	0	0	NA	1	Decreased influenza A/WSN/33 replication	0	0	NA	0	0
ENSG00000162592	ENST00000294600	ENSP00000294600	Q2M243	148870	CCDC27	coiled-coil domain containing 27 [Source:HGNC Symbol;Acc:HGNC:26546]	2	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000162739	ENST00000368057	ENSP00000357036	Q96DU3	114836	SLAMF6	SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392]	3	0	0	0	1	0	1	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000162779	ENST00000367618	ENSP00000356590	Q5T1B0	126859	AXDND1	axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	PRET	0	0
ENSG00000162851	ENST00000366514	ENSP00000355471	Q9H5Q4	64216	TFB2M	transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]	3	0	0	0	0	0	0	1	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000162877	ENST00000367136	ENSP00000356104	Q6GTS8	148811	PM20D1	peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]	2	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000162896	ENST00000356495	ENSP00000348888	P01833	5284	PIGR	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]	1	0	0	0	0	1	1	0	0	NA	0	NA	0	1	B	0	0
ENSG00000162949	ENST00000295055	ENSP00000295055	Q6MZZ7	92291	CAPN13	calpain 13 [Source:HGNC Symbol;Acc:HGNC:16663]	5	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	1
ENSG00000163071	ENST00000295213	ENSP00000295213	Q8TC71	132671	SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000163221	ENST00000368737	ENSP00000357726	P80511	6283	S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]	3	0	0	0	0	1	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000163464	ENST00000295683	ENSP00000295683	P25024	3577	CXCR1	chemokine (C-X-C motif) receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]	4	0	0	0	0	0	1	0	0	NA	0	NA	0	1	GN MF SP T4	0	0
ENSG00000163518	ENST00000271532	ENSP00000271532	Q96PJ5	83417	FCRL4	Fc receptor-like 4 [Source:HGNC Symbol;Acc:HGNC:18507]	2	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000163535	ENST00000357799	ENSP00000350447	Q562F6	151246	SGOL2	shugoshin-like 2 (S. pombe) [Source:HGNC Symbol;Acc:HGNC:30812]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT GN NKT PRET PROB SP T8	0	0
ENSG00000163554	ENST00000368147	ENSP00000357129	P02549	6708	SPTA1	spectrin, alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	SP	0	0
ENSG00000163565	ENST00000368131	ENSP00000357113	Q16666	3428	IFI16	interferon, gamma-inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	6	0	0	0	1	0	0	0	0	NA	0	NA	0	0	NA	1	0
ENSG00000163608	ENST00000314400	ENSP00000320251	Q6NW34	25871	C3orf17	chromosome 3 open reading frame 17 [Source:HGNC Symbol;Acc:HGNC:24496]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NKT PRET PROB SP T4 T8	0	0
ENSG00000163617	ENST00000295878	ENSP00000295878	Q8NCU4	57577	KIAA1407	KIAA1407 [Source:HGNC Symbol;Acc:HGNC:29272]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC PROB SP	0	0
ENSG00000164031	ENST00000442697	ENSP00000404381	Q8TBM8	79982	DNAJB14	DnaJ (Hsp40) homolog, subfamily B, member 14 [Source:HGNC Symbol;Acc:HGNC:25881]	1	0	0	0	0	0	0	0	1	Human papillomavirus TYPE 6b (HPV 6b) (P06461)	0	NA	0	1	B DC GN MF MO NK SP T4	0	0
ENSG00000164049	ENST00000296438	ENSP00000296438	Q6X9E4	285231	FBXW12	F-box and WD repeat domain containing 12 [Source:HGNC Symbol;Acc:HGNC:20729]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	B	0	0
ENSG00000164091	ENST00000296490	ENSP00000296490	Q6UXN9	80335	WDR82	WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000164185	ENST00000296600	ENSP00000296600	Q6S9Z5	133923	ZNF474	zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]	2	0	0	0	0	0	0	0	0	NA	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection	0	0	NA	0	0
ENSG00000164323	ENST00000458385	ENSP00000409964	Q9P2B7	57587	CFAP97	cilia and flagella associated protein 97 [Source:HGNC Symbol;Acc:HGNC:29276]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000164399	ENST00000296870	ENSP00000296870	P08700	3562	IL3	interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]	2	0	0	0	1	1	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578)	0	NA	0	0	NA	0	0
ENSG00000164825	ENST00000297439	ENSP00000297439	P60022	1672	DEFB1	defensin, beta 1 [Source:HGNC Symbol;Acc:HGNC:2766]	1	0	0	0	1	1	0	0	1	Human herpesvirus 1 STRAIN 17 (P10224)	0	NA	0	0	NA	0	0
ENSG00000164893	ENST00000297524	ENSP00000297524	Q8TCU3	157724	SLC7A13	solute carrier family 7 (anionic amino acid transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:23092]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000165120	ENST00000297819	ENSP00000297819	Q8WWF3	136263	SSMEM1	serine-rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29580]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000165168	ENST00000378588	ENSP00000367851	P04839	1536	CYBB	cytochrome b-245, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:2578]	6	0	0	0	1	0	1	0	0	NA	0	NA	0	1	B DC GDT GN MF MO NK PROB SP T4	0	0
ENSG00000166049	ENST00000370357	ENSP00000359382	Q8IV76	139135	PASD1	PAS domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20686]	33	0	0	0	0	0	0	0	0	NA	1	Decreased influenza A/WSN/33 replication	0	0	NA	0	0
ENSG00000166090	ENST00000329715	ENSP00000328111	Q9H293	64806	IL25	interleukin 25 [Source:HGNC Symbol;Acc:HGNC:13765]	1	0	0	0	1	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000166825	ENST00000300060	ENSP00000300060	P15144	290	ANPEP	alanyl (membrane) aminopeptidase [Source:HGNC Symbol;Acc:HGNC:500]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	1	DC MF MO SP	0	0
ENSG00000166947	ENST00000300215	ENSP00000300215	P16452	2038	EPB42	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]	2	0	0	0	0	0	1	0	0	NA	0	NA	0	1	MF SP	0	0
ENSG00000167098	ENST00000356173	ENSP00000348496	Q8TC36	140732	SUN5	Sad1 and UNC84 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:16252]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000167103	ENST00000388747	ENSP00000373399	Q5T9C9	138429	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase-like 1 [Source:HGNC Symbol;Acc:HGNC:28711]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000167196	ENST00000308275	ENSP00000307833	Q8NEZ5	26263	FBXO22	F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593]	1	0	0	0	0	0	0	0	1	Human papillomavirus TYPE 33 (HPV 33) (P06423); Human papillomavirus TYPE 39 (HPV 39) (P24830); Human papillomavirus TYPE 9 (HPV 9) (P36780)	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000168356	ENST00000302328	ENSP00000307599	Q9UI33	11280	SCN11A	sodium channel, voltage-gated, type XI, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10583]	2	0	0	0	0	0	0	0	0	NA	1	Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection	0	0	NA	0	0
ENSG00000168461	ENST00000578921	ENSP00000461945	Q13636	11031	RAB31	RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	B DC GDT GN MF MO NK PRET PROB SP	0	0
ENSG00000169026	ENST00000404286	ENSP00000384616	Q6UXD7	84179	MFSD7	major facilitator superfamily domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26177]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	DC GDT MF MO NK PRET SP T4	0	0
ENSG00000169087	ENST00000306103	ENSP00000302562	Q96EW2	79663	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000169194	ENST00000304506	ENSP00000304915	P35225	3596	IL13	interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973]	1	0	0	0	1	1	0	0	0	NA	0	NA	0	1	GDT NKT	0	0
ENSG00000169551	ENST00000276241	ENSP00000276241	Q8WUE5	54967	CT55	cancer/testis antigen 55 [Source:HGNC Symbol;Acc:HGNC:26047]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000169903	ENST00000305354	ENSP00000305852	P48230	7104	TM4SF4	transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:HGNC:11856]	2	0	0	0	0	0	0	0	1	Hepatitis B virus GENOTYPE C / SUBTYPE AYR / ISOLATE HUMAN / JAPAN / OKAMOTO (Q69027)	0	NA	0	0	NA	0	0
ENSG00000169905	ENST00000367612	ENSP00000356584	Q8NFQ8	163590	TOR1AIP2	torsin A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055]	1	0	0	0	0	0	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578)	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000170776	ENST00000361243	ENSP00000354718	Q12802	11214	AKAP13	A kinase (PRKA) anchor protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000170786	ENST00000303749	ENSP00000307607	Q8N3Y7	195814	SDR16C5	short chain dehydrogenase/reductase family 16C, member 5 [Source:HGNC Symbol;Acc:HGNC:30311]	1	0	0	0	0	0	0	0	1	Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M (P88924)	0	NA	0	0	NA	0	0
ENSG00000171053	ENST00000305738	ENSP00000307164	Q8WXA2	160065	PATE1	prostate and testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24664]	4	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000171195	ENST00000413702	ENSP00000407422	Q8TAX7	4589	MUC7	mucin 7, secreted [Source:HGNC Symbol;Acc:HGNC:7518]	10	0	0	0	0	1	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000171202	ENST00000304511	ENSP00000306887	Q9H061	84233	TMEM126A	transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]	1	1	0	0	0	0	0	1	1	Human papillomavirus TYPE 18 (HPV 18) (P06792)	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000171204	ENST00000358867	ENSP00000351737	Q8IUX1	55863	TMEM126B	transmembrane protein 126B [Source:HGNC Symbol;Acc:HGNC:30883]	1	1	0	0	0	0	0	1	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000171209	ENST00000304954	ENSP00000304822	P07498	1448	CSN3	casein kappa [Source:HGNC Symbol;Acc:HGNC:2446]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000171611	ENST00000616441	ENSP00000477815	Q6ISU1	171558	PTCRA	pre T-cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]	1	0	0	0	0	0	0	0	0	NA	1	Decreased Sindbis virus (SINV) infection; Decreased SINV infection; Decreased SINV infection	0	1	PRET	0	0
ENSG00000172139	ENST00000305815	ENSP00000306627	Q4G0N8	285335	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1 [Source:HGNC Symbol;Acc:HGNC:31401]	2	0	0	0	0	0	1	0	1	Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03427)	0	NA	0	0	NA	0	0
ENSG00000172301	ENST00000302362	ENSP00000304327	Q9NQ92	55352	COPRS	coordinator of PRMT5, differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000172845	ENST00000310015	ENSP00000310301	Q02447	6670	SP3	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]	2	0	0	0	0	0	0	0	0	NA	1	Increased HPV18 LCR reporter activity	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000172938	ENST00000309106	ENSP00000310631	Q8TDS7	116512	MRGPRD	MAS-related GPR, member D [Source:HGNC Symbol;Acc:HGNC:29626]	1	0	0	0	0	0	1	0	0	NA	1	Increased HPV18 LCR reporter activity	0	0	NA	0	0
ENSG00000173193	ENST00000474629	ENSP00000418194	Q460N5	54625	PARP14	poly (ADP-ribose) polymerase family, member 14 [Source:HGNC Symbol;Acc:HGNC:29232]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	1	0
ENSG00000173702	ENST00000616727	ENSP00000485028	Q9H3R2	56667	MUC13	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]	38	0	0	0	0	1	1	0	0	NA	0	NA	0	1	MF PRET SP	0	0
ENSG00000173821	ENST00000582970	ENSP00000464087	Q63HN8	57674	RNF213	ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]	3	1	0	0	0	0	0	0	1	Human immunodeficiency virus 1 (HIV1) (Q9WB91); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04608); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	1	0
ENSG00000173988	ENST00000595396	ENSP00000469337	Q05C16	220416	LRRC63	leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:HGNC:34296]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000174059	ENST00000310833	ENSP00000310036	P28906	947	CD34	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	DC MF MO PRET PROB SP	0	0
ENSG00000174125	ENST00000308979	ENSP00000354932	Q15399	7096	TLR1	toll-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]	1	0	0	1	1	0	1	0	0	NA	0	NA	0	1	ACTT8 B DC GDT GN MF MO NKT T4 T8	0	0
ENSG00000174173	ENST00000309922	ENSP00000312356	Q7L0Y3	54931	TRMT10C	tRNA methyltransferase 10 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26022]	4	0	0	0	0	0	0	1	1	Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M (P88924); Adeno-associated virus 2 ISOLATE SRIVASTAVA / 1982 (Q89268)	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000174456	ENST00000309050	ENSP00000308368	Q8N812	400073	C12orf76	chromosome 12 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:33790]	4	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000174837	ENST00000312053	ENSP00000311545	Q14246	2015	EMR1	egf-like module containing, mucin-like, hormone receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:3336]	5	0	0	0	0	0	1	0	0	NA	0	NA	0	1	B DC GDT GN MF MO	1	0
ENSG00000175262	ENST00000377004	ENSP00000366203	Q8N9H9	148345	C1orf127	chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730]	7	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000175294	ENST00000312106	ENSP00000309052	Q8NEC5	117144	CATSPER1	cation channel, sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]	1	0	0	0	0	0	1	0	1	Human papillomavirus TYPE 8 (HPV 8) (P06428)	0	NA	0	0	NA	0	0
ENSG00000175664	ENST00000380473	ENSP00000369840	Q8N6G2	122046	TEX26	testis expressed 26 [Source:HGNC Symbol;Acc:HGNC:28622]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000175857	ENST00000396776	ENSP00000379997	Q8N292	202309	GAPT	GRB2-binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	1	B DC GN MF MO NK PROB SP	0	0
ENSG00000176155	ENST00000389641	ENSP00000374292	Q2TAC2	284001	CCDC57	coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000177054	ENST00000446113	ENSP00000400113	Q8IUH4	54503	ZDHHC13	zinc finger, DHHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:18413]	2	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000177414	ENST00000371076	ENSP00000360116	Q5VVX9	148581	UBE2U	ubiquitin-conjugating enzyme E2U (putative) [Source:HGNC Symbol;Acc:HGNC:28559]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000177575	ENST00000359156	ENSP00000352071	Q86VB7	9332	CD163	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]	1	0	0	0	0	1	1	0	0	NA	0	NA	0	1	DC GDT MF MO SP	0	0
ENSG00000177675	ENST00000416109	ENSP00000393474	Q9NR16	283316	CD163L1	CD163 molecule-like 1 [Source:HGNC Symbol;Acc:HGNC:30375]	1	0	0	0	0	1	1	0	0	NA	1	Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization; Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization; Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization	0	0	NA	0	0
ENSG00000177689	ENST00000356790	ENSP00000368304	Q96LZ2	139422	MAGEB10	melanoma antigen family B, 10 [Source:HGNC Symbol;Acc:HGNC:25377]	1	0	0	0	0	0	0	0	0	NA	1	Increased SINV infection; Increased Sindbis virus (SINV) infection; Increased SINV infection; Increased SINV infection	0	0	NA	0	0
ENSG00000178021	ENST00000317802	ENSP00000417919	Q8N831	388951	TSPYL6	TSPY-like 6 [Source:HGNC Symbol;Acc:HGNC:14521]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000178397	ENST00000313324	ENSP00000317289	Q7Z4H9	84792	FAM220A	family with sequence similarity 220, member A [Source:HGNC Symbol;Acc:HGNC:22422]	1	1	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000179059	ENST00000326866	ENSP00000317686	Q96MM3	132625	ZFP42	ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]	1	0	0	0	0	0	0	0	1	Human papillomavirus TYPE 9 (HPV 9) (P36801)	0	NA	0	0	NA	0	0
ENSG00000179715	ENST00000546455	ENSP00000446688	Q96HM7	91523	PCED1B	PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B GDT MF NK NKT PRET PROB SP T4 T8	0	1
ENSG00000179873	ENST00000589093	ENSP00000466285	P59045	204801	NLRP11	NLR family, pyrin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:22945]	4	0	0	0	1	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000179914	ENST00000326245	ENSP00000323587	Q8WWA0	55600	ITLN1	intelectin 1 (galactofuranose binding) [Source:HGNC Symbol;Acc:HGNC:18259]	3	0	0	0	0	1	1	0	0	NA	1	Decreased influenza A H1N1 (A/WSN/33) virus numbers; Decreased influenza A/WSN/33 replication; Decreased influenza A H1N1 (A/Hamburg/04/2009) virus numbers	0	0	NA	0	0
ENSG00000180205	ENST00000326000	ENSP00000320532	Q8NEX5	259240	WFDC9	WAP four-disulfide core domain 9 [Source:HGNC Symbol;Acc:HGNC:20380]	2	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000180475	ENST00000316770	ENSP00000314324	Q8NGQ4	219960	OR10Q1	olfactory receptor, family 10, subfamily Q, member 1 [Source:HGNC Symbol;Acc:HGNC:15134]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000180871	ENST00000318507	ENSP00000319635	P25025	3579	CXCR2	chemokine (C-X-C motif) receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]	3	0	0	0	1	0	1	0	0	NA	0	NA	0	1	GN MO PROB SP	0	0
ENSG00000182634	ENST00000330487	ENSP00000329689	Q8NGN6	390265	OR10G7	olfactory receptor, family 10, subfamily G, member 7 [Source:HGNC Symbol;Acc:HGNC:14842]	3	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000182670	ENST00000399017	ENSP00000381981	P53804	7267	TTC3	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000182685	ENST00000328540	ENSP00000332389	Q6PL45	283870	BRICD5	BRICHOS domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28309]	1	0	0	0	0	0	0	0	0	NA	1	Increased HPV18 LCR reporter activity	0	1	GN MO	0	0
ENSG00000182853	ENST00000328739	ENSP00000328397	Q7Z5L0	284013	VMO1	vitelline membrane outer layer 1 homolog (chicken) [Source:HGNC Symbol;Acc:HGNC:30387]	2	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000183019	ENST00000333598	ENSP00000329920	Q8IX19	199675	MCEMP1	mast cell-expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	DC GN MF MO PROB SP	0	0
ENSG00000183035	ENST00000329312	ENSP00000331556	P35663	1538	CYLC1	cylicin, basic protein of sperm head cytoskeleton 1 [Source:HGNC Symbol;Acc:HGNC:2582]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000184012	ENST00000398585	ENSP00000381588	O15393	7113	TMPRSS2	transmembrane protease, serine 2 [Source:HGNC Symbol;Acc:HGNC:11876]	2	0	0	0	0	1	1	0	0	NA	0	NA	0	1	DC	0	0
